id_client,score_credit,categorie_risque,taux_rejet,id_segment,nom_segment,id_compte,solde,id_transactions,id_produit,id_agence,id_temps,montant,devise,montant_eur,type_operation,statut,nom_agence,nom_produit,categorie,date_transaction,annee,mois,trimestre,jour_semaine
CLI0057,435,High,0.046,2,Risque,2,42890.81,TXN001896,5,6,44,301.5,EUR,301.5,Credit,Complete,Nice-Massena,Credit Immobilier,Interets,2024-04-16,2024,4,2,1
CLI0015,648,Medium,0.04,3,Standard,3,48489.38,TXN000764,3,3,3,-396.17,EUR,-396.17,Debit,Complete,Lyon-Part-Dieu,PEA,Prelevement,2024-08-28,2024,8,3,2
CLI0015,648,Medium,0.04,3,Standard,3,48489.38,TXN000836,1,3,87,249.16,EUR,249.16,Credit,Complete,Lyon-Part-Dieu,Compte Epargne,Depot especes,2022-06-08,2022,6,2,2
CLI0015,648,Medium,0.04,3,Standard,3,48489.38,TXN001365,24,3,185,411.53,USD,381.05,Credit,Complete,Lyon-Part-Dieu,Assurance Vie,Virement international,2022-10-08,2022,10,4,5
CLI0015,648,Medium,0.04,3,Standard,3,48489.38,TXN000094,8,3,212,2413.23,USD,2234.47,Credit,Complete,Lyon-Part-Dieu,Compte Courant,Paiement CB,2024-04-11,2024,4,2,3
CLI0015,648,Medium,0.04,3,Standard,3,48489.38,TXN001755,7,3,228,-2655.14,GBP,-3087.37,Debit,Complete,Lyon-Part-Dieu,Livret A,Remboursement credit,2024-04-27,2024,4,2,5
CLI0015,648,Medium,0.04,3,Standard,3,48489.38,TXN000675,24,3,247,345.23,EUR,345.23,Credit,Complete,Lyon-Part-Dieu,Assurance Vie,Virement international,2024-06-03,2024,6,2,0
CLI0015,648,Medium,0.04,3,Standard,3,48489.38,TXN001673,7,3,298,-3784.87,USD,-3504.51,Debit,Complete,Lyon-Part-Dieu,Livret A,Remboursement credit,2023-04-18,2023,4,2,1
CLI0015,648,Medium,0.04,3,Standard,3,48489.38,TXN001978,3,3,214,-219.12,EUR,-219.12,Debit,Complete,Lyon-Part-Dieu,PEA,Prelevement,2023-08-17,2023,8,3,3
CLI0015,648,Medium,0.04,3,Standard,3,48489.38,TXN001452,3,3,8,271.42,GBP,315.6,Credit,Complete,Lyon-Part-Dieu,PEA,Prelevement,2023-10-06,2023,10,4,4
CLI0015,648,Medium,0.04,3,Standard,3,48489.38,TXN001919,7,3,29,33.2,EUR,33.2,Credit,Complete,Lyon-Part-Dieu,Livret A,Remboursement credit,2024-04-30,2024,4,2,1
CLI0015,648,Medium,0.04,3,Standard,3,48489.38,TXN000446,3,3,884,28.98,EUR,28.98,Credit,Complete,Lyon-Part-Dieu,PEA,Prelevement,2023-10-09,2023,10,4,0
CLI0045,704,Low,0.046,3,Standard,4,43962.51,TXN001598,2,2,4,225.2,EUR,225.2,Credit,Complete,Bordeaux-Meriadeck,Credit Consommation,Retrait DAB,2024-01-07,2024,1,1,6
CLI0045,704,Low,0.046,3,Standard,4,43962.51,TXN000917,5,2,41,-2065.8,USD,-1912.78,Debit,Complete,Bordeaux-Meriadeck,Credit Immobilier,Interets,2023-10-23,2023,10,4,0
CLI0045,704,Low,0.046,3,Standard,4,43962.51,TXN001752,2,2,51,-471.95,EUR,-471.95,Debit,Complete,Bordeaux-Meriadeck,Credit Consommation,Retrait DAB,2023-03-08,2023,3,1,2
CLI0045,704,Low,0.046,3,Standard,4,43962.51,TXN000233,3,2,37,1108.41,EUR,1108.41,Credit,En attente,Bordeaux-Meriadeck,PEA,Prelevement,2023-10-14,2023,10,4,5
CLI0045,704,Low,0.046,3,Standard,4,43962.51,TXN001535,8,2,134,-408.84,EUR,-408.84,Debit,Complete,Bordeaux-Meriadeck,Compte Courant,Paiement CB,2022-08-06,2022,8,3,5
CLI0045,704,Low,0.046,3,Standard,4,43962.51,TXN001540,3,2,242,-1333.53,USD,-1234.75,Debit,Complete,Bordeaux-Meriadeck,PEA,Prelevement,2022-02-20,2022,2,1,6
CLI0045,704,Low,0.046,3,Standard,4,43962.51,TXN000238,1,2,360,2200.05,EUR,2200.05,Credit,Complete,Bordeaux-Meriadeck,Compte Epargne,Depot especes,2023-08-27,2023,8,3,6
CLI0045,704,Low,0.046,3,Standard,4,43962.51,TXN000709,7,2,247,-2736.96,EUR,-2736.96,Debit,Complete,Bordeaux-Meriadeck,Livret A,Remboursement credit,2024-06-03,2024,6,2,0
CLI0045,704,Low,0.046,3,Standard,4,43962.51,TXN000263,1,2,223,-1946.08,EUR,-1946.08,Debit,Complete,Bordeaux-Meriadeck,Compte Epargne,Depot especes,2023-09-18,2023,9,3,0
CLI0045,704,Low,0.046,3,Standard,4,43962.51,TXN001897,7,2,574,495.3,MAD,45.65,Credit,Complete,Bordeaux-Meriadeck,Livret A,Remboursement credit,2022-09-18,2022,9,3,6
CLI0045,704,Low,0.046,3,Standard,4,43962.51,TXN001650,3,2,305,-4623.24,EUR,-4623.24,Debit,Complete,Bordeaux-Meriadeck,PEA,Prelevement,2023-05-14,2023,5,2,6
CLI0045,704,Low,0.046,3,Standard,4,43962.51,TXN000527,3,2,83,-1744.85,EUR,-1744.85,Debit,Complete,Bordeaux-Meriadeck,PEA,Prelevement,2022-08-28,2022,8,3,6
CLI0045,704,Low,0.046,3,Standard,4,43962.51,TXN001583,24,2,737,1461.18,EUR,1461.18,Credit,Complete,Bordeaux-Meriadeck,Assurance Vie,Virement international,2024-07-14,2024,7,3,6
CLI0045,704,Low,0.046,3,Standard,4,43962.51,TXN000210,24,2,316,533.31,EUR,533.31,Credit,Complete,Bordeaux-Meriadeck,Assurance Vie,Virement international,2022-10-09,2022,10,4,6
CLI0045,704,Low,0.046,3,Standard,4,43962.51,TXN000362,2,2,845,-2083.17,MAD,-192.0,Debit,Complete,Bordeaux-Meriadeck,Credit Consommation,Retrait DAB,2024-11-27,2024,11,4,2
CLI0045,704,Low,0.046,3,Standard,4,43962.51,TXN000869,5,2,455,731.36,CHF,753.98,Credit,Complete,Bordeaux-Meriadeck,Credit Immobilier,Interets,2024-11-25,2024,11,4,0
CLI0045,704,Low,0.046,3,Standard,4,43962.51,TXN001667,5,2,895,-66.07,EUR,-66.07,Debit,Complete,Bordeaux-Meriadeck,Credit Immobilier,Interets,2023-09-29,2023,9,3,4
CLI0034,457,High,0.046,2,Risque,5,17312.83,TXN001873,5,2,5,935.32,EUR,935.32,Credit,Complete,Bordeaux-Meriadeck,Credit Immobilier,Interets,2024-08-11,2024,8,3,6
CLI0034,457,High,0.046,2,Risque,5,17312.83,TXN001313,5,2,98,-154.05,GBP,-179.13,Debit,Complete,Bordeaux-Meriadeck,Credit Immobilier,Interets,2024-01-23,2024,1,1,1
CLI0034,457,High,0.046,2,Risque,5,17312.83,TXN000705,2,2,27,-2603.81,EUR,-2603.81,Debit,Complete,Bordeaux-Meriadeck,Credit Consommation,Retrait DAB,2022-05-21,2022,5,2,5
CLI0034,457,High,0.046,2,Risque,5,17312.83,TXN000641,1,2,233,1602.45,EUR,1602.45,Credit,Complete,Bordeaux-Meriadeck,Compte Epargne,Depot especes,2022-06-09,2022,6,2,3
CLI0034,457,High,0.046,2,Risque,5,17312.83,TXN001655,5,2,373,801.57,EUR,801.57,Credit,Complete,Bordeaux-Meriadeck,Credit Immobilier,Interets,2022-08-05,2022,8,3,4
CLI0034,457,High,0.046,2,Risque,5,17312.83,TXN001975,3,2,432,-2139.18,MAD,-197.16,Debit,Complete,Bordeaux-Meriadeck,PEA,Prelevement,2024-10-24,2024,10,4,3
CLI0034,457,High,0.046,2,Risque,5,17312.83,TXN000807,7,2,557,-375.54,EUR,-375.54,Debit,Complete,Bordeaux-Meriadeck,Livret A,Remboursement credit,2022-05-05,2022,5,2,3
CLI0034,457,High,0.046,2,Risque,5,17312.83,TXN001603,7,2,605,-98.11,GBP,-114.08,Debit,Complete,Bordeaux-Meriadeck,Livret A,Remboursement credit,2023-04-09,2023,4,2,6
CLI0034,457,High,0.046,2,Risque,5,17312.83,TXN001355,2,2,615,219.48,EUR,219.48,Credit,Complete,Bordeaux-Meriadeck,Credit Consommation,Retrait DAB,2023-08-22,2023,8,3,1
CLI0034,457,High,0.046,2,Risque,5,17312.83,TXN000278,8,2,345,195.96,USD,181.44,Credit,Complete,Bordeaux-Meriadeck,Compte Courant,Paiement CB,2024-10-30,2024,10,4,2
CLI0034,457,High,0.046,2,Risque,5,17312.83,TXN000289,3,2,606,-185.62,CHF,-191.36,Debit,Complete,Bordeaux-Meriadeck,PEA,Prelevement,2022-08-20,2022,8,3,5
CLI0034,457,High,0.046,2,Risque,5,17312.83,TXN001989,2,2,658,80.45,EUR,80.45,Credit,Complete,Bordeaux-Meriadeck,Credit Consommation,Retrait DAB,2024-12-12,2024,12,4,3
CLI0034,457,High,0.046,2,Risque,5,17312.83,TXN000206,7,2,363,2064.68,GBP,2400.79,Credit,Complete,Bordeaux-Meriadeck,Livret A,Remboursement credit,2024-05-11,2024,5,2,5
CLI0061,341,High,0.056,2,Risque,6,29211.28,TXN001864,1,1,6,-256.73,CHF,-264.67,Debit,Rejete,Marseille-Vieux-Port,Compte Epargne,Depot especes,2024-04-28,2024,4,2,6
CLI0061,341,High,0.056,2,Risque,6,29211.28,TXN000219,2,1,43,-875.48,EUR,-875.48,Debit,En attente,Marseille-Vieux-Port,Credit Consommation,Retrait DAB,2022-05-03,2022,5,2,1
CLI0061,341,High,0.056,2,Risque,6,29211.28,TXN001617,3,1,94,2649.48,EUR,2649.48,Credit,Complete,Marseille-Vieux-Port,PEA,Prelevement,2022-06-28,2022,6,2,1
CLI0061,341,High,0.056,2,Risque,6,29211.28,TXN000584,1,1,294,172.25,EUR,172.25,Credit,Complete,Marseille-Vieux-Port,Compte Epargne,Depot especes,2022-11-25,2022,11,4,4
CLI0061,341,High,0.056,2,Risque,6,29211.28,TXN000283,7,1,318,-1743.75,EUR,-1743.75,Debit,Complete,Marseille-Vieux-Port,Livret A,Remboursement credit,2022-07-02,2022,7,3,5
CLI0061,341,High,0.056,2,Risque,6,29211.28,TXN001545,7,1,533,979.39,GBP,1138.83,Credit,Complete,Marseille-Vieux-Port,Livret A,Remboursement credit,2023-07-07,2023,7,3,4
CLI0061,341,High,0.056,2,Risque,6,29211.28,TXN001463,5,1,55,-1437.67,EUR,-1437.67,Debit,En attente,Marseille-Vieux-Port,Credit Immobilier,Interets,2023-05-28,2023,5,2,6
CLI0061,341,High,0.056,2,Risque,6,29211.28,TXN000365,8,1,628,-2879.49,GBP,-3348.24,Debit,Complete,Marseille-Vieux-Port,Compte Courant,Paiement CB,2023-02-06,2023,2,1,0
CLI0061,341,High,0.056,2,Risque,6,29211.28,TXN001410,8,1,81,-2972.47,EUR,-2972.47,Debit,Complete,Marseille-Vieux-Port,Compte Courant,Paiement CB,2023-07-06,2023,7,3,3
CLI0061,341,High,0.056,2,Risque,6,29211.28,TXN001723,1,1,601,309.26,CHF,318.82,Credit,Complete,Marseille-Vieux-Port,Compte Epargne,Depot especes,2023-09-25,2023,9,3,0
CLI0061,341,High,0.056,2,Risque,6,29211.28,TXN000934,7,1,527,1183.05,CHF,1219.64,Credit,Complete,Marseille-Vieux-Port,Livret A,Remboursement credit,2022-12-23,2022,12,4,4
CLI0061,341,High,0.056,2,Risque,6,29211.28,TXN001900,2,1,674,-1500.86,EUR,-1500.86,Debit,Complete,Marseille-Vieux-Port,Credit Consommation,Retrait DAB,2023-02-24,2023,2,1,4
CLI0061,341,High,0.056,2,Risque,6,29211.28,TXN000240,3,1,893,7712.02,MAD,710.79,Credit,Complete,Marseille-Vieux-Port,PEA,Prelevement,2022-12-10,2022,12,4,5
CLI0118,641,Medium,0.042,3,Standard,7,30331.51,TXN000931,1,4,7,2752.67,EUR,2752.67,Credit,Rejete,Lille-Grand-Place,Compte Epargne,Depot especes,2023-09-13,2023,9,3,2
CLI0118,641,Medium,0.042,3,Standard,7,30331.51,TXN000293,19,4,65,-1520.45,GBP,-1767.97,Debit,Complete,Lille-Grand-Place,Credit Auto,Retrait DAB,2024-07-06,2024,7,3,5
CLI0118,641,Medium,0.042,3,Standard,7,30331.51,TXN001754,5,4,69,2167.21,CHF,2234.24,Credit,Complete,Lille-Grand-Place,Credit Immobilier,Interets,2022-02-03,2022,2,1,3
CLI0118,641,Medium,0.042,3,Standard,7,30331.51,TXN000272,3,4,238,1031.26,EUR,1031.26,Credit,Complete,Lille-Grand-Place,PEA,Prelevement,2023-01-05,2023,1,1,3
CLI0118,641,Medium,0.042,3,Standard,7,30331.51,TXN000417,8,4,376,1495.3,EUR,1495.3,Credit,Complete,Lille-Grand-Place,Compte Courant,Paiement CB,2024-12-20,2024,12,4,4
CLI0118,641,Medium,0.042,3,Standard,7,30331.51,TXN001625,5,4,466,2600.32,EUR,2600.32,Credit,En attente,Lille-Grand-Place,Credit Immobilier,Interets,2022-10-06,2022,10,4,3
CLI0118,641,Medium,0.042,3,Standard,7,30331.51,TXN001214,7,4,373,-638.1,USD,-590.83,Debit,Complete,Lille-Grand-Place,Livret A,Remboursement credit,2022-08-05,2022,8,3,4
CLI0118,641,Medium,0.042,3,Standard,7,30331.51,TXN001412,5,4,559,5162.71,USD,4780.29,Credit,Complete,Lille-Grand-Place,Credit Immobilier,Interets,2022-02-04,2022,2,1,4
CLI0118,641,Medium,0.042,3,Standard,7,30331.51,TXN001830,5,4,387,5153.85,EUR,5153.85,Credit,En attente,Lille-Grand-Place,Credit Immobilier,Interets,2024-01-30,2024,1,1,1
CLI0118,641,Medium,0.042,3,Standard,7,30331.51,TXN000516,3,4,343,-2124.25,MAD,-195.78,Debit,Complete,Lille-Grand-Place,PEA,Prelevement,2024-08-07,2024,8,3,2
CLI0118,641,Medium,0.042,3,Standard,7,30331.51,TXN000594,1,4,653,-1222.79,EUR,-1222.79,Debit,Complete,Lille-Grand-Place,Compte Epargne,Depot especes,2022-09-30,2022,9,3,4
CLI0118,641,Medium,0.042,3,Standard,7,30331.51,TXN000511,5,4,141,-920.73,EUR,-920.73,Debit,Complete,Lille-Grand-Place,Credit Immobilier,Interets,2023-12-05,2023,12,4,1
CLI0118,641,Medium,0.042,3,Standard,7,30331.51,TXN000355,2,4,33,-810.57,CHF,-835.64,Debit,Complete,Lille-Grand-Place,Credit Consommation,Retrait DAB,2022-02-26,2022,2,1,5
CLI0005,694,Medium,0.042,3,Standard,8,46954.33,TXN000620,7,4,8,1962.49,EUR,1962.49,Credit,Complete,Lille-Grand-Place,Livret A,Remboursement credit,2023-10-06,2023,10,4,4
CLI0005,694,Medium,0.042,3,Standard,8,46954.33,TXN000887,8,4,139,-2902.22,CHF,-2991.98,Debit,Complete,Lille-Grand-Place,Compte Courant,Paiement CB,2023-08-06,2023,8,3,6
CLI0005,694,Medium,0.042,3,Standard,8,46954.33,TXN001610,3,4,125,1141.67,GBP,1327.52,Credit,Rejete,Lille-Grand-Place,PEA,Prelevement,2024-04-07,2024,4,2,6
CLI0005,694,Medium,0.042,3,Standard,8,46954.33,TXN000656,24,4,135,286.26,EUR,286.26,Credit,Complete,Lille-Grand-Place,Assurance Vie,Virement international,2022-07-27,2022,7,3,2
CLI0005,694,Medium,0.042,3,Standard,8,46954.33,TXN001780,7,4,558,-313.63,USD,-290.4,Debit,Complete,Lille-Grand-Place,Livret A,Remboursement credit,2022-04-04,2022,4,2,0
CLI0005,694,Medium,0.042,3,Standard,8,46954.33,TXN001104,3,4,612,-1639.49,MAD,-151.11,Debit,Complete,Lille-Grand-Place,PEA,Prelevement,2024-10-29,2024,10,4,1
CLI0005,694,Medium,0.042,3,Standard,8,46954.33,TXN000197,2,4,648,51.99,CHF,53.6,Credit,Rejete,Lille-Grand-Place,Credit Consommation,Retrait DAB,2022-11-20,2022,11,4,6
CLI0005,694,Medium,0.042,3,Standard,8,46954.33,TXN000230,3,4,490,-2355.23,USD,-2180.77,Debit,Complete,Lille-Grand-Place,PEA,Prelevement,2024-01-06,2024,1,1,5
CLI0005,694,Medium,0.042,3,Standard,8,46954.33,TXN001388,1,4,185,-2606.33,EUR,-2606.33,Debit,Complete,Lille-Grand-Place,Compte Epargne,Depot especes,2022-10-08,2022,10,4,5
CLI0064,800,Low,0.042,1,Premium,9,45270.95,TXN000581,8,4,9,363.52,GBP,422.7,Credit,Complete,Lille-Grand-Place,Compte Courant,Paiement CB,2022-10-24,2022,10,4,0
CLI0064,800,Low,0.042,1,Premium,9,45270.95,TXN001157,2,4,159,-1629.31,EUR,-1629.31,Debit,Complete,Lille-Grand-Place,Credit Consommation,Retrait DAB,2024-11-05,2024,11,4,1
CLI0064,800,Low,0.042,1,Premium,9,45270.95,TXN000996,8,4,222,1529.42,EUR,1529.42,Credit,Complete,Lille-Grand-Place,Compte Courant,Paiement CB,2022-02-11,2022,2,1,4
CLI0064,800,Low,0.042,1,Premium,9,45270.95,TXN001846,1,4,249,-142.35,EUR,-142.35,Debit,Complete,Lille-Grand-Place,Compte Epargne,Depot especes,2022-06-18,2022,6,2,5
CLI0064,800,Low,0.042,1,Premium,9,45270.95,TXN001816,24,4,325,1533.56,EUR,1533.56,Credit,Complete,Lille-Grand-Place,Assurance Vie,Virement international,2023-10-20,2023,10,4,4
CLI0064,800,Low,0.042,1,Premium,9,45270.95,TXN000384,24,4,331,-2947.24,EUR,-2947.24,Debit,En attente,Lille-Grand-Place,Assurance Vie,Virement international,2022-07-12,2022,7,3,1
CLI0064,800,Low,0.042,1,Premium,9,45270.95,TXN000301,24,4,456,-406.3,EUR,-406.3,Debit,Complete,Lille-Grand-Place,Assurance Vie,Virement international,2023-12-04,2023,12,4,0
CLI0064,800,Low,0.042,1,Premium,9,45270.95,TXN001231,5,4,486,-2648.15,EUR,-2648.15,Debit,Complete,Lille-Grand-Place,Credit Immobilier,Interets,2022-02-09,2022,2,1,2
CLI0064,800,Low,0.042,1,Premium,9,45270.95,TXN001376,8,4,514,-865.82,USD,-801.69,Debit,Complete,Lille-Grand-Place,Compte Courant,Paiement CB,2024-03-19,2024,3,1,1
CLI0064,800,Low,0.042,1,Premium,9,45270.95,TXN000513,1,4,195,458.6,EUR,458.6,Credit,Rejete,Lille-Grand-Place,Compte Epargne,Depot especes,2023-04-01,2023,4,2,5
CLI0064,800,Low,0.042,1,Premium,9,45270.95,TXN000640,1,4,665,339.06,EUR,339.06,Credit,Complete,Lille-Grand-Place,Compte Epargne,Depot especes,2023-01-30,2023,1,1,0
CLI0064,800,Low,0.042,1,Premium,9,45270.95,TXN000165,1,4,97,-2362.48,EUR,-2362.48,Debit,Complete,Lille-Grand-Place,Compte Epargne,Depot especes,2022-11-12,2022,11,4,5
CLI0064,800,Low,0.042,1,Premium,9,45270.95,TXN000121,19,4,8,-158.72,EUR,-158.72,Debit,Complete,Lille-Grand-Place,Credit Auto,Retrait DAB,2023-10-06,2023,10,4,4
CLI0064,800,Low,0.042,1,Premium,9,45270.95,TXN001549,24,4,41,121.25,GBP,140.99,Credit,Complete,Lille-Grand-Place,Assurance Vie,Virement international,2023-10-23,2023,10,4,0
CLI0064,800,Low,0.042,1,Premium,9,45270.95,TXN000427,1,4,666,2481.77,EUR,2481.77,Credit,Complete,Lille-Grand-Place,Compte Epargne,Depot especes,2022-03-27,2022,3,1,6
CLI0064,800,Low,0.042,1,Premium,9,45270.95,TXN000241,1,4,293,-192.04,EUR,-192.04,Debit,Rejete,Lille-Grand-Place,Compte Epargne,Depot especes,2022-08-10,2022,8,3,2
CLI0085,390,High,0.068,2,Risque,10,19136.15,TXN000726,2,5,10,6451.32,EUR,6451.32,Credit,Complete,Toulouse-Capitole,Credit Consommation,Retrait DAB,2022-04-21,2022,4,2,3
CLI0085,390,High,0.068,2,Risque,10,19136.15,TXN001930,24,5,8,176.41,EUR,176.41,Credit,En attente,Toulouse-Capitole,Assurance Vie,Virement international,2023-10-06,2023,10,4,4
CLI0085,390,High,0.068,2,Risque,10,19136.15,TXN000911,3,5,130,-171.24,EUR,-171.24,Debit,Complete,Toulouse-Capitole,PEA,Prelevement,2023-07-20,2023,7,3,3
CLI0085,390,High,0.068,2,Risque,10,19136.15,TXN001354,2,5,342,-1317.03,EUR,-1317.03,Debit,En attente,Toulouse-Capitole,Credit Consommation,Retrait DAB,2023-02-15,2023,2,1,2
CLI0085,390,High,0.068,2,Risque,10,19136.15,TXN001728,8,5,299,-2112.14,EUR,-2112.14,Debit,Complete,Toulouse-Capitole,Compte Courant,Paiement CB,2023-05-16,2023,5,2,1
CLI0085,390,High,0.068,2,Risque,10,19136.15,TXN000005,3,5,205,1998.2,USD,1850.19,Credit,Complete,Toulouse-Capitole,PEA,Prelevement,2023-07-09,2023,7,3,6
CLI0085,390,High,0.068,2,Risque,10,19136.15,TXN000683,7,5,206,-79.18,EUR,-79.18,Debit,Complete,Toulouse-Capitole,Livret A,Remboursement credit,2023-01-13,2023,1,1,4
CLI0085,390,High,0.068,2,Risque,10,19136.15,TXN000227,1,5,68,-2776.19,EUR,-2776.19,Debit,Complete,Toulouse-Capitole,Compte Epargne,Depot especes,2024-08-02,2024,8,3,4
CLI0085,390,High,0.068,2,Risque,10,19136.15,TXN000851,19,5,8,-2236.79,EUR,-2236.79,Debit,Complete,Toulouse-Capitole,Credit Auto,Retrait DAB,2023-10-06,2023,10,4,4
CLI0085,390,High,0.068,2,Risque,10,19136.15,TXN001076,24,5,254,-2295.9,USD,-2125.83,Debit,Complete,Toulouse-Capitole,Assurance Vie,Virement international,2023-07-18,2023,7,3,1
CLI0085,390,High,0.068,2,Risque,10,19136.15,TXN001833,1,5,329,-2293.62,USD,-2123.72,Debit,Rejete,Toulouse-Capitole,Compte Epargne,Depot especes,2023-02-27,2023,2,1,0
CLI0085,390,High,0.068,2,Risque,10,19136.15,TXN000256,24,5,353,-198.77,EUR,-198.77,Debit,Complete,Toulouse-Capitole,Assurance Vie,Virement international,2024-08-31,2024,8,3,5
CLI0085,390,High,0.068,2,Risque,10,19136.15,TXN000459,5,5,200,-1080.52,EUR,-1080.52,Debit,Complete,Toulouse-Capitole,Credit Immobilier,Interets,2022-03-03,2022,3,1,3
CLI0085,390,High,0.068,2,Risque,10,19136.15,TXN001059,5,5,640,992.95,EUR,992.95,Credit,Complete,Toulouse-Capitole,Credit Immobilier,Interets,2022-01-26,2022,1,1,2
CLI0085,390,High,0.068,2,Risque,10,19136.15,TXN001852,1,5,718,-834.35,EUR,-834.35,Debit,Complete,Toulouse-Capitole,Compte Epargne,Depot especes,2024-10-02,2024,10,4,2
CLI0085,390,High,0.068,2,Risque,10,19136.15,TXN001973,7,5,331,-5814.4,EUR,-5814.4,Debit,Complete,Toulouse-Capitole,Livret A,Remboursement credit,2022-07-12,2022,7,3,1
CLI0009,645,Medium,0.076,3,Standard,11,10289.81,TXN000701,1,6,11,2407.48,EUR,2407.48,Credit,Rejete,Nice-Massena,Compte Epargne,Depot especes,2023-11-08,2023,11,4,2
CLI0009,645,Medium,0.076,3,Standard,11,10289.81,TXN000161,1,6,240,1781.76,CHF,1836.87,Credit,En attente,Nice-Massena,Compte Epargne,Depot especes,2023-10-07,2023,10,4,5
CLI0009,645,Medium,0.076,3,Standard,11,10289.81,TXN000582,3,6,309,1184.84,USD,1097.07,Credit,En attente,Nice-Massena,PEA,Prelevement,2023-05-06,2023,5,2,5
CLI0009,645,Medium,0.076,3,Standard,11,10289.81,TXN000142,2,6,383,-180.5,EUR,-180.5,Debit,Complete,Nice-Massena,Credit Consommation,Retrait DAB,2022-04-10,2022,4,2,6
